ts,embb_ue_count,embb_bps,embb_rtt,embb_rate,embb_action,urllc_ue_count,urllc_bps,urllc_max_rtt,urllc_rate,urllc_action,mmtc_ue_count,mmtc_bps,mmtc_rtt,mmtc_rate,mmtc_action
2026-01-19T20:05:21.694887Z,1,0,0.339,50mbit,none,1,0,0.128,10mbit,none,1,0,0.151,500kbit,none
2026-01-19T20:05:23.695601Z,1,0,0.558,50mbit,none,1,0,0.218,10mbit,none,1,0,0.192,500kbit,none
2026-01-19T20:05:25.695391Z,1,0,0.342,50mbit,none,1,0,,10mbit,none,1,0,0.180,500kbit,none
2026-01-19T20:05:27.696206Z,1,0,0.273,50mbit,none,1,0,0.126,10mbit,none,1,0,0.127,500kbit,none
2026-01-19T20:05:29.695706Z,1,0,0.876,50mbit,none,1,0,0.168,10mbit,none,1,0,,800kbit,self_bump
2026-01-19T20:05:31.694980Z,1,0,0.788,50mbit,none,1,0,0.162,10mbit,none,1,0,0.185,500kbit,restore
2026-01-19T20:05:33.695612Z,1,0,0.794,50mbit,none,1,0,0.256,10mbit,none,1,0,0.185,500kbit,none
2026-01-19T20:05:35.696201Z,1,0,0.772,50mbit,none,1,0,0.143,10mbit,none,1,0,0.185,500kbit,none
2026-01-19T20:05:37.695585Z,1,0,1.019,50mbit,none,1,0,,10mbit,none,1,0,0.246,500kbit,none
2026-01-19T20:05:39.696243Z,1,0,0.327,50mbit,none,1,0,0.146,10mbit,none,1,0,0.166,500kbit,none
2026-01-19T20:05:41.695598Z,1,0,0.339,50mbit,none,1,0,0.175,10mbit,none,1,0,0.161,500kbit,none
2026-01-19T20:05:43.695462Z,1,0,0.389,50mbit,none,1,0,,10mbit,none,1,0,0.195,500kbit,none
2026-01-19T20:05:45.695515Z,1,0,0.352,50mbit,none,1,0,,10mbit,none,1,0,0.183,500kbit,none
2026-01-19T20:05:47.695562Z,1,0,0.801,50mbit,none,1,0,0.191,10mbit,none,1,0,0.226,500kbit,none
2026-01-19T20:05:49.695542Z,1,0,0.739,50mbit,none,1,0,,10mbit,none,1,0,0.156,500kbit,none
2026-01-19T20:05:51.695197Z,1,0,1.065,50mbit,none,1,0,0.164,10mbit,none,1,0,0.245,500kbit,none
2026-01-19T20:05:53.696063Z,1,0,0.558,50mbit,none,1,0,0.207,10mbit,none,1,0,0.151,500kbit,none
2026-01-19T20:05:55.695298Z,1,0,0.379,50mbit,none,1,0,0.190,10mbit,none,1,0,0.136,500kbit,none
2026-01-19T20:05:57.696237Z,1,0,0.593,50mbit,none,1,0,0.223,10mbit,none,1,0,0.145,500kbit,none
2026-01-19T20:05:59.695883Z,1,0,1.023,50mbit,none,1,0,0.207,10mbit,none,1,0,0.190,500kbit,none
2026-01-19T20:06:01.695769Z,1,0,0.785,50mbit,none,1,0,0.160,10mbit,none,1,0,0.145,500kbit,none
2026-01-19T20:06:03.695604Z,1,0,0.349,50mbit,none,1,0,0.223,10mbit,none,1,0,,800kbit,self_bump
2026-01-19T20:06:05.696138Z,1,0,0.332,50mbit,none,1,0,0.181,10mbit,none,1,0,0.147,500kbit,restore
2026-01-19T20:06:07.695644Z,1,0,0.252,50mbit,none,1,0,,10mbit,none,1,0,0.219,500kbit,none
2026-01-19T20:06:09.695760Z,1,0,0.784,50mbit,none,1,0,0.175,10mbit,none,1,0,0.152,500kbit,none
2026-01-19T20:06:11.695916Z,1,0,0.889,50mbit,none,1,0,,10mbit,none,1,0,0.157,500kbit,none
2026-01-19T20:06:13.695394Z,1,0,0.786,50mbit,none,1,0,,10mbit,none,1,0,0.203,500kbit,none
2026-01-19T20:06:15.696145Z,1,0,0.324,50mbit,none,1,0,0.249,10mbit,none,1,0,0.150,500kbit,none
2026-01-19T20:06:17.695591Z,1,0,0.827,50mbit,none,1,0,0.144,10mbit,none,1,0,0.152,500kbit,none
2026-01-19T20:06:19.695696Z,1,0,0.871,50mbit,none,1,0,0.160,10mbit,none,1,0,0.167,500kbit,none
2026-01-19T20:06:21.695659Z,1,0,0.665,50mbit,none,1,0,,10mbit,none,1,0,0.173,500kbit,none
2026-01-19T20:06:23.695563Z,1,0,0.803,50mbit,none,1,0,0.168,10mbit,none,1,0,0.162,500kbit,none
2026-01-19T20:06:25.695847Z,1,0,0.299,50mbit,none,1,0,,10mbit,none,1,0,0.226,500kbit,none
2026-01-19T20:06:27.695805Z,1,0,0.801,50mbit,none,1,0,0.159,10mbit,none,1,0,0.172,500kbit,none
2026-01-19T20:06:29.695842Z,1,0,0.745,50mbit,none,1,0,0.180,10mbit,none,1,0,0.157,500kbit,none
2026-01-19T20:06:31.695505Z,1,0,0.828,50mbit,none,1,0,,10mbit,none,1,0,0.155,500kbit,none
2026-01-19T20:06:33.696018Z,1,0,0.814,50mbit,none,1,0,0.167,10mbit,none,1,0,0.190,500kbit,none
2026-01-19T20:06:35.695767Z,1,0,0.784,50mbit,none,1,0,0.189,10mbit,none,1,0,0.141,500kbit,none
2026-01-19T20:06:37.695503Z,1,0,0.825,50mbit,none,1,0,0.240,10mbit,none,1,0,0.178,500kbit,none
2026-01-19T20:06:39.694735Z,1,0,0.307,50mbit,none,1,0,0.142,10mbit,none,1,0,0.177,500kbit,none
2026-01-19T20:06:41.695921Z,1,0,0.335,50mbit,none,1,0,0.150,10mbit,none,1,0,0.132,500kbit,none
2026-01-19T20:06:43.696209Z,1,0,0.334,50mbit,none,1,0,,10mbit,none,1,0,0.201,500kbit,none
2026-01-19T20:06:45.695763Z,1,0,0.770,50mbit,none,1,0,0.141,10mbit,none,1,0,0.221,500kbit,none
2026-01-19T20:06:47.695508Z,1,0,0.321,50mbit,none,1,0,,10mbit,none,1,0,0.216,500kbit,none
2026-01-19T20:06:49.695585Z,1,0,0.293,50mbit,none,1,0,0.155,10mbit,none,1,0,0.158,500kbit,none
2026-01-19T20:06:51.695575Z,1,0,0.784,50mbit,none,1,0,0.151,10mbit,none,1,0,0.231,500kbit,none
2026-01-19T20:06:53.695799Z,1,0,0.794,50mbit,none,1,0,0.146,10mbit,none,1,0,0.232,500kbit,none
2026-01-19T20:06:55.695472Z,1,0,0.742,50mbit,none,1,0,0.139,10mbit,none,1,0,0.150,500kbit,none
2026-01-19T20:06:57.696133Z,1,0,0.849,50mbit,none,1,0,0.142,10mbit,none,1,0,0.167,500kbit,none
2026-01-19T20:06:59.695504Z,1,0,0.807,50mbit,none,1,0,0.154,10mbit,none,1,0,0.152,500kbit,none
2026-01-19T20:07:01.695755Z,1,0,0.782,50mbit,none,1,0,0.139,10mbit,none,1,0,0.223,500kbit,none
2026-01-19T20:07:03.696115Z,1,0,0.329,50mbit,none,1,0,0.134,10mbit,none,1,0,0.148,500kbit,none
2026-01-19T20:07:05.695493Z,1,0,0.307,50mbit,none,1,0,,10mbit,none,1,0,0.162,500kbit,none
2026-01-19T20:07:07.695927Z,1,0,0.780,50mbit,none,1,0,0.158,10mbit,none,1,0,0.176,500kbit,none
2026-01-19T20:07:09.695798Z,1,0,0.294,50mbit,none,1,0,,10mbit,none,1,0,0.158,500kbit,none
2026-01-19T20:07:11.696265Z,1,0,0.284,50mbit,none,1,0,0.194,10mbit,none,1,0,0.212,500kbit,none
2026-01-19T20:07:13.695933Z,1,0,0.448,50mbit,none,1,0,0.197,10mbit,none,1,0,,800kbit,self_bump
2026-01-19T20:07:15.695849Z,1,0,0.361,50mbit,none,1,0,0.165,10mbit,none,1,0,0.222,500kbit,restore
2026-01-19T20:07:17.694335Z,1,0,0.307,50mbit,none,1,0,0.150,10mbit,none,1,0,0.145,500kbit,none
2026-01-19T20:07:19.695243Z,1,0,0.808,50mbit,none,1,0,,10mbit,none,1,0,0.157,500kbit,none
2026-01-19T20:07:21.695789Z,1,0,0.780,50mbit,none,1,0,0.168,10mbit,none,1,0,0.147,500kbit,none
2026-01-19T20:07:23.695920Z,1,0,0.812,50mbit,none,1,0,,10mbit,none,1,0,0.158,500kbit,none
2026-01-19T20:07:25.695360Z,1,0,0.765,50mbit,none,1,0,0.252,10mbit,none,1,0,0.163,500kbit,none
2026-01-19T20:07:27.695656Z,1,0,0.946,50mbit,none,1,0,0.316,10mbit,urllc_warn,1,0,0.196,500kbit,none
2026-01-19T20:07:29.695841Z,1,0,0.297,50mbit,none,1,0,,10mbit,none,1,0,0.247,500kbit,none
2026-01-19T20:07:31.696047Z,1,0,0.780,50mbit,none,1,0,,10mbit,none,1,0,0.160,500kbit,none
2026-01-19T20:07:33.695251Z,1,0,0.710,50mbit,none,1,0,0.179,10mbit,none,1,0,0.163,500kbit,none
2026-01-19T20:07:35.695627Z,1,0,0.632,50mbit,none,1,0,0.144,10mbit,none,1,0,0.147,500kbit,none
2026-01-19T20:07:37.695629Z,1,0,0.377,50mbit,none,1,0,0.227,10mbit,none,1,0,,800kbit,self_bump
2026-01-19T20:07:39.696195Z,1,0,0.322,50mbit,none,1,0,0.201,10mbit,none,1,0,0.181,500kbit,restore
2026-01-19T20:07:41.695688Z,1,0,0.842,50mbit,none,1,0,0.178,10mbit,none,1,0,0.144,500kbit,none
2026-01-19T20:07:43.695556Z,1,0,1.281,50mbit,none,1,0,,10mbit,none,1,0,0.276,500kbit,none
2026-01-19T20:07:45.695787Z,1,0,0.301,50mbit,none,1,0,0.192,10mbit,none,1,0,0.185,500kbit,none
2026-01-19T20:07:47.695155Z,1,0,0.408,50mbit,none,1,0,0.291,10mbit,none,1,0,0.174,500kbit,none
2026-01-19T20:07:49.695462Z,1,0,0.331,50mbit,none,1,0,0.218,10mbit,none,1,0,,800kbit,self_bump
2026-01-19T20:07:51.695934Z,1,0,0.771,50mbit,none,1,0,0.242,10mbit,none,1,0,0.157,500kbit,restore
2026-01-19T20:07:53.695139Z,1,0,0.810,50mbit,none,1,0,,10mbit,none,1,0,0.188,500kbit,none
2026-01-19T20:07:55.696056Z,1,0,0.810,50mbit,none,1,0,0.129,10mbit,none,1,0,0.152,500kbit,none
2026-01-19T20:07:57.695457Z,1,0,0.868,50mbit,none,1,0,,10mbit,none,1,0,0.167,500kbit,none
2026-01-19T20:07:59.695124Z,1,0,0.393,50mbit,none,1,0,0.165,10mbit,none,1,0,0.141,500kbit,none
2026-01-19T20:08:01.695436Z,1,0,0.773,50mbit,none,1,0,0.149,10mbit,none,1,0,0.161,500kbit,none
2026-01-19T20:08:03.695524Z,1,0,0.834,50mbit,none,1,0,0.211,10mbit,none,1,0,0.155,500kbit,none
2026-01-19T20:08:05.695805Z,1,0,0.782,50mbit,none,1,0,0.169,10mbit,none,1,0,0.142,500kbit,none
2026-01-19T20:08:07.696037Z,1,0,0.765,50mbit,none,1,0,0.153,10mbit,none,1,0,0.182,500kbit,none
2026-01-19T20:08:09.696093Z,1,0,0.350,50mbit,none,1,0,0.235,10mbit,none,1,0,0.148,500kbit,none
2026-01-19T20:08:11.695647Z,1,0,0.784,50mbit,none,1,0,0.131,10mbit,none,1,0,0.153,500kbit,none
2026-01-19T20:08:13.694603Z,1,0,0.346,50mbit,none,1,0,0.522,10mbit,urllc_warn,1,0,0.197,500kbit,none
2026-01-19T20:08:15.695461Z,1,0,0.281,50mbit,none,1,0,,10mbit,none,1,0,0.153,500kbit,none
2026-01-19T20:08:17.695609Z,1,0,0.838,50mbit,none,1,0,,10mbit,none,1,0,0.164,500kbit,none
2026-01-19T20:08:19.695559Z,1,0,0.338,50mbit,none,1,0,,10mbit,none,1,0,0.163,500kbit,none
2026-01-19T20:08:21.695736Z,1,0,0.867,50mbit,none,1,0,0.229,10mbit,none,1,0,0.231,500kbit,none
2026-01-19T20:08:23.695989Z,1,0,0.789,50mbit,none,1,0,,10mbit,none,1,0,0.165,500kbit,none
2026-01-19T20:08:25.695467Z,1,0,0.723,50mbit,none,1,0,,10mbit,none,1,0,0.206,500kbit,none
2026-01-19T20:08:27.696250Z,1,0,1.036,50mbit,none,1,0,,10mbit,none,1,0,0.212,500kbit,none
2026-01-19T20:08:29.695788Z,1,0,0.862,50mbit,none,1,0,0.149,10mbit,none,1,0,0.257,500kbit,none
2026-01-19T20:08:31.695497Z,1,0,0.811,50mbit,none,1,0,,10mbit,none,1,0,0.151,500kbit,none
2026-01-19T20:08:33.695872Z,1,0,0.792,50mbit,none,1,0,0.201,10mbit,none,1,0,0.146,500kbit,none
2026-01-19T20:08:35.696074Z,1,0,0.803,50mbit,none,1,0,,10mbit,none,1,0,0.162,500kbit,none
2026-01-19T20:08:37.695721Z,1,0,0.870,50mbit,none,1,0,0.171,10mbit,none,1,0,0.168,500kbit,none
2026-01-19T20:08:39.695847Z,1,0,0.307,50mbit,none,1,0,0.130,10mbit,none,1,0,0.146,500kbit,none
2026-01-19T20:08:41.696205Z,1,0,0.794,50mbit,none,1,0,0.197,10mbit,none,1,0,0.165,500kbit,none
2026-01-19T20:08:43.695977Z,1,0,0.865,50mbit,none,1,0,0.171,10mbit,none,1,0,0.158,500kbit,none
2026-01-19T20:08:45.695338Z,1,0,0.765,50mbit,none,1,0,0.212,10mbit,none,1,0,0.158,500kbit,none
2026-01-19T20:08:47.695171Z,1,0,0.888,50mbit,none,1,0,0.211,10mbit,none,1,0,0.173,500kbit,none
2026-01-19T20:08:49.694663Z,1,0,0.396,50mbit,none,1,0,0.176,10mbit,none,1,0,0.147,500kbit,none
2026-01-19T20:08:51.696123Z,1,0,0.772,50mbit,none,1,0,,10mbit,none,1,0,0.163,500kbit,none
2026-01-19T20:08:53.695854Z,1,0,0.786,50mbit,none,1,0,0.145,10mbit,none,1,0,0.148,500kbit,none
2026-01-19T20:08:55.695843Z,1,0,0.804,50mbit,none,1,0,0.209,10mbit,none,1,0,0.172,500kbit,none
2026-01-19T20:08:57.695146Z,1,0,0.391,50mbit,none,1,0,0.183,10mbit,none,1,0,0.151,500kbit,none
2026-01-19T20:08:59.695863Z,1,0,0.380,50mbit,none,1,0,0.231,10mbit,none,1,0,0.241,500kbit,none
2026-01-19T20:09:01.695373Z,1,0,0.814,50mbit,none,1,0,0.146,10mbit,none,1,0,0.155,500kbit,none
2026-01-19T20:09:03.696332Z,1,0,0.782,50mbit,none,1,0,,10mbit,none,1,0,0.163,500kbit,none
2026-01-19T20:09:05.695348Z,1,0,0.442,50mbit,none,1,0,0.235,10mbit,none,1,0,0.180,500kbit,none
2026-01-19T20:09:07.695919Z,1,0,0.846,50mbit,none,1,0,0.174,10mbit,none,1,0,,800kbit,self_bump
2026-01-19T20:09:09.695704Z,1,0,0.771,50mbit,none,1,0,0.187,10mbit,none,1,0,0.160,500kbit,restore
2026-01-19T20:09:11.695655Z,1,0,0.853,50mbit,none,1,0,0.189,10mbit,none,1,0,0.168,500kbit,none
2026-01-19T20:09:13.696131Z,1,0,0.766,50mbit,none,1,0,,10mbit,none,1,0,0.162,500kbit,none
2026-01-19T20:09:15.696205Z,1,0,0.844,50mbit,none,1,0,0.165,10mbit,none,1,0,0.165,500kbit,none
2026-01-19T20:09:17.695631Z,1,0,0.837,50mbit,none,1,0,0.138,10mbit,none,1,0,0.242,500kbit,none
2026-01-19T20:09:19.694324Z,1,0,0.774,50mbit,none,1,0,,10mbit,none,1,0,0.169,500kbit,none
2026-01-19T20:09:21.693934Z,1,0,0.847,50mbit,none,1,0,0.175,10mbit,none,1,0,0.147,500kbit,none
2026-01-19T20:09:23.695856Z,1,0,0.312,50mbit,none,1,0,0.165,10mbit,none,1,0,0.164,500kbit,none
2026-01-19T20:09:25.695473Z,1,0,0.648,50mbit,none,1,0,,10mbit,none,1,0,0.188,500kbit,none
2026-01-19T20:09:27.695230Z,1,0,0.852,50mbit,none,1,0,0.152,10mbit,none,1,0,,800kbit,self_bump
2026-01-19T20:09:29.696198Z,1,0,0.670,50mbit,none,1,0,0.144,10mbit,none,1,0,0.221,500kbit,restore
2026-01-19T20:09:31.695780Z,1,0,0.804,50mbit,none,1,0,,10mbit,none,1,0,0.279,500kbit,none
2026-01-19T20:09:33.695769Z,1,0,0.780,50mbit,none,1,0,,10mbit,none,1,0,0.163,500kbit,none
2026-01-19T20:09:35.695862Z,1,0,0.375,50mbit,none,1,0,0.127,10mbit,none,1,0,0.152,500kbit,none
2026-01-19T20:09:37.695181Z,1,0,0.865,50mbit,none,1,0,,10mbit,none,1,0,0.196,500kbit,none
2026-01-19T20:09:39.695991Z,1,0,0.378,50mbit,none,1,0,0.216,10mbit,none,1,0,0.224,500kbit,none
2026-01-19T20:09:41.695467Z,1,0,0.308,50mbit,none,1,0,0.221,10mbit,none,1,0,0.152,500kbit,none
2026-01-19T20:09:43.695832Z,1,0,0.399,50mbit,none,1,0,0.281,10mbit,none,1,0,0.233,500kbit,none
2026-01-19T20:09:45.695831Z,1,0,0.680,50mbit,none,1,0,,10mbit,none,1,0,0.175,500kbit,none
2026-01-19T20:09:47.695684Z,1,0,0.829,50mbit,none,1,0,,10mbit,none,1,0,0.162,500kbit,none
2026-01-19T20:09:49.695552Z,1,0,0.344,50mbit,none,1,0,,10mbit,none,1,0,0.189,500kbit,none
2026-01-19T20:09:51.695455Z,1,0,0.766,50mbit,none,1,0,0.354,10mbit,urllc_warn,1,0,,800kbit,self_bump
2026-01-19T20:09:53.695297Z,1,0,0.875,50mbit,none,1,0,0.220,10mbit,none,1,0,0.134,500kbit,restore
2026-01-19T20:09:55.695559Z,1,0,0.339,50mbit,none,1,0,,10mbit,none,1,0,0.196,500kbit,none
2026-01-19T20:09:57.695531Z,1,0,0.409,50mbit,none,1,0,,10mbit,none,1,0,0.168,500kbit,none
2026-01-19T20:09:59.695635Z,1,0,0.894,50mbit,none,1,0,0.197,10mbit,none,1,0,0.145,500kbit,none
2026-01-19T20:10:01.696112Z,1,0,0.525,50mbit,none,1,0,0.161,10mbit,none,1,0,0.174,500kbit,none
2026-01-19T20:10:03.695892Z,1,0,0.962,50mbit,none,1,0,,10mbit,none,1,0,0.162,500kbit,none
2026-01-19T20:10:05.696165Z,1,0,0.746,50mbit,none,1,0,0.232,10mbit,none,1,0,,800kbit,self_bump
2026-01-19T20:10:07.695264Z,1,0,0.301,50mbit,none,1,0,,10mbit,none,1,0,0.199,500kbit,restore
2026-01-19T20:10:09.695895Z,1,0,0.761,50mbit,none,1,0,0.157,10mbit,none,1,0,0.147,500kbit,none
2026-01-19T20:10:11.695462Z,1,0,0.820,50mbit,none,1,0,,10mbit,none,1,0,0.246,500kbit,none
2026-01-19T20:10:13.695400Z,1,0,0.714,50mbit,none,1,0,0.140,10mbit,none,1,0,0.176,500kbit,none
2026-01-19T20:10:15.695446Z,1,0,0.335,50mbit,none,1,0,,10mbit,none,1,0,0.199,500kbit,none
2026-01-19T20:10:17.696025Z,1,0,0.336,50mbit,none,1,0,,10mbit,none,1,0,0.167,500kbit,none
2026-01-19T20:10:19.694469Z,1,0,0.350,50mbit,none,1,0,0.495,10mbit,urllc_warn,1,0,0.263,500kbit,none
2026-01-19T20:10:21.695834Z,1,0,0.281,50mbit,none,1,0,0.151,10mbit,none,1,0,0.151,500kbit,none
2026-01-19T20:10:23.695634Z,1,0,0.348,50mbit,none,1,0,0.189,10mbit,none,1,0,0.156,500kbit,none
2026-01-19T20:10:25.695499Z,1,0,0.245,50mbit,none,1,0,,10mbit,none,1,0,0.157,500kbit,none
2026-01-19T20:10:27.695362Z,1,0,0.890,50mbit,none,1,0,0.179,10mbit,none,1,0,0.164,500kbit,none
2026-01-19T20:10:29.695263Z,1,0,0.871,50mbit,none,1,0,0.250,10mbit,none,1,0,0.173,500kbit,none
2026-01-19T20:10:31.695805Z,1,0,0.711,50mbit,none,1,0,0.144,10mbit,none,1,0,0.301,500kbit,none
2026-01-19T20:10:33.695563Z,1,0,0.717,50mbit,none,1,0,0.181,10mbit,none,1,0,0.193,500kbit,none
2026-01-19T20:10:35.695592Z,1,0,0.769,50mbit,none,1,0,0.164,10mbit,none,1,0,0.167,500kbit,none
2026-01-19T20:10:37.695921Z,1,0,0.747,50mbit,none,1,0,,10mbit,none,1,0,0.190,500kbit,none
2026-01-19T20:10:39.695624Z,1,0,0.671,50mbit,none,1,0,0.190,10mbit,none,1,0,0.179,500kbit,none
2026-01-19T20:10:41.695286Z,1,0,0.775,50mbit,none,1,0,0.158,10mbit,none,1,0,0.225,500kbit,none
2026-01-19T20:10:43.695434Z,1,0,0.715,50mbit,none,1,0,,10mbit,none,1,0,0.164,500kbit,none
2026-01-19T20:10:45.695552Z,1,0,0.807,50mbit,none,1,0,0.174,10mbit,none,1,0,0.162,500kbit,none
2026-01-19T20:10:47.695143Z,1,0,0.895,50mbit,none,1,0,0.178,10mbit,none,1,0,0.205,500kbit,none
2026-01-19T20:10:49.695977Z,1,0,0.676,50mbit,none,1,0,,10mbit,none,1,0,0.179,500kbit,none
2026-01-19T20:10:51.695492Z,1,0,0.753,50mbit,none,1,0,0.169,10mbit,none,1,0,0.173,500kbit,none
2026-01-19T20:10:53.695424Z,1,0,0.346,50mbit,none,1,0,,10mbit,none,1,0,0.171,500kbit,none
2026-01-19T20:10:55.695989Z,1,0,0.653,50mbit,none,1,0,0.168,10mbit,none,1,0,0.232,500kbit,none
2026-01-19T20:10:57.695490Z,1,0,0.879,50mbit,none,1,0,,10mbit,none,1,0,0.257,500kbit,none
2026-01-19T20:10:59.695508Z,1,0,0.712,50mbit,none,1,0,0.190,10mbit,none,1,0,0.184,500kbit,none
2026-01-19T20:11:01.695234Z,1,0,0.320,50mbit,none,1,0,0.163,10mbit,none,1,0,0.141,500kbit,none
2026-01-19T20:11:03.695875Z,1,0,0.603,50mbit,none,1,0,0.224,10mbit,none,1,0,0.173,500kbit,none
2026-01-19T20:11:05.695590Z,1,0,0.598,50mbit,none,1,0,,10mbit,none,1,0,0.152,500kbit,none
2026-01-19T20:11:07.695670Z,1,0,0.803,50mbit,none,1,0,0.168,10mbit,none,1,0,0.168,500kbit,none
2026-01-19T20:11:09.695824Z,1,0,0.726,50mbit,none,1,0,0.164,10mbit,none,1,0,0.167,500kbit,none
2026-01-19T20:11:11.695570Z,1,0,0.834,50mbit,none,1,0,0.173,10mbit,none,1,0,0.158,500kbit,none
2026-01-19T20:11:13.695807Z,1,0,0.853,50mbit,none,1,0,0.243,10mbit,none,1,0,,800kbit,self_bump
2026-01-19T20:11:15.695155Z,1,0,0.837,50mbit,none,1,0,0.144,10mbit,none,1,0,0.260,500kbit,restore
2026-01-19T20:11:17.695921Z,1,0,0.846,50mbit,none,1,0,0.177,10mbit,none,1,0,0.149,500kbit,none
2026-01-19T20:11:19.695330Z,1,0,0.337,50mbit,none,1,0,0.144,10mbit,none,1,0,0.531,500kbit,none
2026-01-19T20:11:21.694651Z,1,0,0.335,50mbit,none,1,0,,10mbit,none,1,0,0.201,500kbit,none
2026-01-19T20:11:23.695528Z,1,0,0.285,50mbit,none,1,0,0.225,10mbit,none,1,0,0.173,500kbit,none
2026-01-19T20:11:25.695614Z,1,0,0.276,50mbit,none,1,0,,10mbit,none,1,0,0.165,500kbit,none
2026-01-19T20:11:27.696012Z,1,0,0.617,50mbit,none,1,0,0.195,10mbit,none,1,0,0.146,500kbit,none
2026-01-19T20:11:29.695564Z,1,0,0.828,50mbit,none,1,0,0.213,10mbit,none,1,0,0.191,500kbit,none
2026-01-19T20:11:31.696079Z,1,0,0.585,50mbit,none,1,0,0.126,10mbit,none,1,0,0.168,500kbit,none
2026-01-19T20:11:33.695148Z,1,0,1.349,50mbit,none,1,0,0.227,10mbit,none,1,0,,800kbit,self_bump
2026-01-19T20:11:35.695933Z,1,0,0.854,50mbit,none,1,0,,10mbit,none,1,0,0.154,500kbit,restore
2026-01-19T20:11:37.696182Z,1,0,0.810,50mbit,none,1,0,0.137,10mbit,none,1,0,0.170,500kbit,none
2026-01-19T20:11:39.695196Z,1,0,0.339,50mbit,none,1,0,0.138,10mbit,none,1,0,0.147,500kbit,none
2026-01-19T20:11:41.695255Z,1,0,0.777,50mbit,none,1,0,0.137,10mbit,none,1,0,0.251,500kbit,none
2026-01-19T20:11:43.695660Z,1,0,1.209,50mbit,none,1,0,0.246,10mbit,none,1,0,0.322,500kbit,none
2026-01-19T20:11:45.695607Z,1,0,0.280,50mbit,none,1,0,0.106,10mbit,none,1,0,,800kbit,self_bump
2026-01-19T20:11:47.695467Z,1,0,0.301,50mbit,none,1,0,,10mbit,none,1,0,0.157,500kbit,restore
2026-01-19T20:11:49.695314Z,1,0,0.327,50mbit,none,1,0,0.146,10mbit,none,1,0,0.175,500kbit,none
2026-01-19T20:11:51.695438Z,1,0,0.672,50mbit,none,1,0,0.196,10mbit,none,1,0,0.246,500kbit,none
2026-01-19T20:11:53.695780Z,1,0,0.768,50mbit,none,1,0,0.127,10mbit,none,1,0,,800kbit,self_bump
2026-01-19T20:11:55.695600Z,1,0,0.839,50mbit,none,1,0,0.142,10mbit,none,1,0,,800kbit,none
2026-01-19T20:11:57.695207Z,1,0,0.662,50mbit,none,1,0,0.166,10mbit,none,1,0,0.334,500kbit,restore
2026-01-19T20:11:59.695516Z,1,0,0.798,50mbit,none,1,0,,10mbit,none,1,0,0.173,500kbit,none
2026-01-19T20:12:01.695351Z,1,0,0.763,50mbit,none,1,0,0.201,10mbit,none,1,0,0.351,500kbit,none
2026-01-19T20:12:03.695195Z,1,0,0.516,50mbit,none,1,0,,10mbit,none,1,0,0.192,500kbit,none
2026-01-19T20:12:05.695487Z,1,0,0.875,50mbit,none,1,0,0.370,10mbit,urllc_warn,1,0,0.324,500kbit,none
2026-01-19T20:12:07.695955Z,1,0,0.746,50mbit,none,1,0,0.186,10mbit,none,1,0,0.286,500kbit,none
2026-01-19T20:12:09.695338Z,1,0,0.857,50mbit,none,1,0,0.141,10mbit,none,1,0,0.187,500kbit,none
2026-01-19T20:12:11.695956Z,1,0,0.712,50mbit,none,1,0,0.146,10mbit,none,1,0,,800kbit,self_bump
2026-01-19T20:12:13.695274Z,1,0,0.909,50mbit,none,1,0,0.167,10mbit,none,1,0,0.165,500kbit,restore
2026-01-19T20:12:15.695975Z,1,0,0.751,50mbit,none,1,0,0.174,10mbit,none,1,0,0.152,500kbit,none
2026-01-19T20:12:17.695333Z,1,0,0.960,50mbit,none,1,0,0.182,10mbit,none,1,0,0.156,500kbit,none
2026-01-19T20:12:19.695273Z,1,0,0.792,50mbit,none,1,0,0.162,10mbit,none,1,0,0.197,500kbit,none
2026-01-19T20:12:21.695212Z,1,0,0.912,50mbit,none,1,0,0.152,10mbit,none,1,0,0.199,500kbit,none
2026-01-19T20:12:23.695267Z,1,0,0.899,50mbit,none,1,0,0.352,10mbit,urllc_warn,1,0,0.143,500kbit,none
2026-01-19T20:12:25.695448Z,1,0,0.319,50mbit,none,1,0,,10mbit,none,1,0,0.158,500kbit,none
2026-01-19T20:12:27.695633Z,1,0,0.871,50mbit,none,1,0,0.264,10mbit,none,1,0,,800kbit,self_bump
2026-01-19T20:12:29.693818Z,1,0,0.314,50mbit,none,1,0,0.625,10mbit,urllc_self_alert,1,0,0.165,500kbit,restore
2026-01-19T20:12:31.695909Z,1,0,0.340,50mbit,none,1,0,0.158,10mbit,none,1,0,0.150,500kbit,none
2026-01-19T20:12:33.695879Z,1,0,0.854,50mbit,none,1,0,0.255,10mbit,none,1,0,0.168,500kbit,none
2026-01-19T20:12:35.695954Z,1,0,0.864,50mbit,none,1,0,0.144,10mbit,none,1,0,0.160,500kbit,none
2026-01-19T20:12:37.695493Z,1,0,0.805,50mbit,none,1,0,0.169,10mbit,none,1,0,0.183,500kbit,none
2026-01-19T20:12:39.696095Z,1,0,0.345,50mbit,none,1,0,,10mbit,none,1,0,0.190,500kbit,none
2026-01-19T20:12:41.695821Z,1,0,0.793,50mbit,none,1,0,0.358,10mbit,urllc_warn,1,0,,800kbit,self_bump
2026-01-19T20:12:43.695987Z,1,0,0.285,50mbit,none,1,0,0.159,10mbit,none,1,0,0.200,500kbit,restore
