ts,embb_rate,urllc_rate,mmtc_rate,action,layer,reason,embb_bps,embb_ewma,embb_slope,urllc_rtt,predicted_urllc_rtt
2025-12-25T18:41:52.238334Z,40mbit,10mbit,800kbit,bump_mmtc,reactive,loss,15040,15181,244,0.159,7.855
2025-12-25T18:41:52.741285Z,40mbit,10mbit,800kbit,none,,,15440,15259,51,0.157,7.967
2025-12-25T18:41:53.238238Z,40mbit,10mbit,800kbit,none,,,13840,14833,-323,0.150,7.753
2025-12-25T18:41:53.740659Z,40mbit,10mbit,800kbit,none,,,15040,14895,-346,0.150,7.856
2025-12-25T18:41:54.239237Z,40mbit,10mbit,800kbit,none,,,15440,15058,-122,0.150,7.969
2025-12-25T18:41:54.738267Z,40mbit,10mbit,800kbit,none,,,15440,15173,-85,0.152,7.258
2025-12-25T18:41:55.238939Z,40mbit,10mbit,800kbit,none,,,15840,15373,539,0.157,7.440
2025-12-25T18:41:55.739129Z,40mbit,10mbit,800kbit,none,,,15040,15273,377,0.157,7.402
2025-12-25T18:41:56.238627Z,40mbit,10mbit,800kbit,none,,,13440,14723,-335,0.152,7.509
2025-12-25T18:41:56.740313Z,40mbit,10mbit,800kbit,none,,,15840,15058,-114,0.152,6.774
2025-12-25T18:41:57.238862Z,40mbit,10mbit,800kbit,none,,,15040,15052,-320,0.159,7.491
2025-12-25T18:41:57.738629Z,40mbit,10mbit,800kbit,none,,,15440,15168,-104,0.165,7.133
2025-12-25T18:41:58.238421Z,40mbit,10mbit,800kbit,none,,,15840,15370,647,0.165,6.845
2025-12-25T18:41:58.740213Z,40mbit,10mbit,800kbit,none,,,15440,15391,332,0.165,6.953
2025-12-25T18:41:59.239134Z,40mbit,10mbit,800kbit,none,,,15440,15405,353,0.165,6.910
2025-12-25T18:41:59.740221Z,40mbit,10mbit,800kbit,none,,,15440,15416,247,0.153,7.407
2025-12-25T18:42:00.238501Z,40mbit,10mbit,800kbit,none,,,15440,15423,52,0.207,7.492
2025-12-25T18:42:00.739095Z,40mbit,10mbit,800kbit,none,,,16272,15677,286,0.207,6.738
2025-12-25T18:42:01.239041Z,40mbit,10mbit,800kbit,none,,,13440,15006,-399,0.204,7.357
2025-12-25T18:42:01.740788Z,40mbit,10mbit,800kbit,none,,,15040,15016,-399,0.202,7.469
2025-12-25T18:42:02.238780Z,40mbit,10mbit,800kbit,none,,,15040,15023,-399,0.202,6.719
2025-12-25T18:42:02.740293Z,40mbit,10mbit,800kbit,bump_mmtc,reactive,loss,15840,15268,-409,0.188,7.144
2025-12-25T18:42:03.239150Z,40mbit,10mbit,800kbit,none,,,14272,14969,-36,0.189,7.323
2025-12-25T18:42:03.738369Z,40mbit,10mbit,800kbit,none,,,13840,14630,-385,0.127,7.298
2025-12-25T18:42:04.240158Z,40mbit,10mbit,800kbit,none,,,13840,14393,-630,0.128,6.390
2025-12-25T18:42:04.739027Z,40mbit,10mbit,800kbit,bump_mmtc,reactive,loss,13840,14227,-1041,0.622,6.694
2025-12-25T18:42:05.239955Z,40mbit,10mbit,800kbit,none,,,13840,14111,-858,0.652,7.744
2025-12-25T18:42:05.739284Z,40mbit,10mbit,800kbit,bump_mmtc,reactive,loss,15872,14639,8,0.653,6.808
2025-12-25T18:42:06.239256Z,40mbit,10mbit,800kbit,none,,,15440,14879,486,0.659,6.392
2025-12-25T18:42:06.739285Z,40mbit,10mbit,800kbit,none,,,13440,14447,220,0.665,6.923
2025-12-25T18:42:07.238575Z,40mbit,10mbit,800kbit,none,,,13840,14265,154,0.167,7.530
2025-12-25T18:42:07.739168Z,40mbit,10mbit,800kbit,none,,,13440,14017,-621,0.147,6.507
2025-12-25T18:42:08.240000Z,40mbit,10mbit,800kbit,none,,,15440,14444,-435,0.147,6.527
2025-12-25T18:42:08.740341Z,40mbit,10mbit,800kbit,none,,,13440,14143,-304,0.154,7.021
2025-12-25T18:42:09.239011Z,40mbit,10mbit,800kbit,none,,,13840,14052,-213,0.155,7.110
2025-12-25T18:42:09.739269Z,40mbit,10mbit,800kbit,none,,,13840,13988,-29,0.155,5.612
2025-12-25T18:42:10.238829Z,40mbit,10mbit,800kbit,none,,,15440,14423,-20,0.158,6.329
2025-12-25T18:42:10.739165Z,40mbit,10mbit,800kbit,none,,,15440,14728,585,0.161,7.072
2025-12-25T18:42:11.239144Z,40mbit,10mbit,800kbit,none,,,15840,15062,1009,0.161,6.975
2025-12-25T18:42:11.739070Z,40mbit,10mbit,800kbit,none,,,16672,15545,1556,0.159,6.240
2025-12-25T18:42:12.239131Z,40mbit,10mbit,800kbit,none,,,13440,14913,489,0.194,6.550
2025-12-25T18:42:12.741712Z,40mbit,10mbit,800kbit,bump_mmtc,reactive,loss,13840,14591,-137,0.198,7.609
2025-12-25T18:42:13.241420Z,40mbit,10mbit,800kbit,none,,,13840,14366,-696,0.826,6.511
2025-12-25T18:42:13.739958Z,40mbit,10mbit,800kbit,bump_mmtc,reactive,loss,13840,14208,-1336,0.824,6.507
2025-12-25T18:42:14.239708Z,40mbit,10mbit,800kbit,bump_mmtc,reactive,loss,15440,14577,-335,0.823,6.305
2025-12-25T18:42:14.743963Z,40mbit,10mbit,800kbit,none,,,11840,13756,-835,0.823,7.254
2025-12-25T18:42:15.238237Z,40mbit,10mbit,800kbit,none,,,13840,13781,-584,0.792,6.426
2025-12-25T18:42:15.739523Z,40mbit,10mbit,800kbit,none,,,15440,14279,70,0.794,5.635
2025-12-25T18:42:16.240068Z,40mbit,10mbit,800kbit,none,,,13440,14027,-550,0.165,7.831
2025-12-25T18:42:16.740950Z,40mbit,10mbit,800kbit,none,,,13840,13971,214,0.174,7.308
2025-12-25T18:42:17.240410Z,40mbit,10mbit,800kbit,none,,,15040,14291,510,0.179,6.112
2025-12-25T18:42:17.740463Z,40mbit,10mbit,800kbit,none,,,15440,14636,357,0.331,6.046
2025-12-25T18:42:18.238526Z,40mbit,10mbit,800kbit,none,,,15440,14877,850,0.316,7.114
2025-12-25T18:42:18.738334Z,40mbit,10mbit,800kbit,bump_mmtc,reactive,loss,13840,14566,595,0.311,7.990
2025-12-25T18:42:19.239076Z,40mbit,10mbit,800kbit,none,,,15040,14708,416,0.300,5.903
2025-12-25T18:42:19.739308Z,40mbit,10mbit,800kbit,none,,,15440,14927,291,0.300,5.812
2025-12-25T18:42:20.239155Z,40mbit,10mbit,800kbit,none,,,15440,15081,204,0.293,7.551
2025-12-25T18:42:20.740112Z,40mbit,10mbit,800kbit,none,,,15040,15069,502,0.131,7.449
2025-12-25T18:42:21.240106Z,40mbit,10mbit,800kbit,none,,,15040,15060,352,0.259,6.100
2025-12-25T18:42:21.738233Z,40mbit,10mbit,800kbit,bump_mmtc,reactive,loss,13440,14574,-353,0.266,6.319
2025-12-25T18:42:22.238466Z,40mbit,10mbit,800kbit,none,,,15440,14833,-247,0.275,7.224
2025-12-25T18:42:22.739374Z,40mbit,10mbit,800kbit,none,,,13840,14535,-533,0.282,7.333
2025-12-25T18:42:23.240297Z,40mbit,10mbit,800kbit,none,,,15040,14687,-373,0.288,6.768
2025-12-25T18:42:23.739465Z,40mbit,10mbit,800kbit,bump_mmtc,reactive,loss,14672,14682,108,0.930,6.385
2025-12-25T18:42:24.240409Z,40mbit,10mbit,800kbit,none,,,15040,14789,-44,0.930,7.058
2025-12-25T18:42:24.740163Z,40mbit,10mbit,800kbit,none,,,13840,14504,-30,1.122,7.074
2025-12-25T18:42:25.238600Z,40mbit,10mbit,800kbit,none,,,11840,13705,-981,1.122,7.275
2025-12-25T18:42:25.740345Z,40mbit,10mbit,800kbit,none,,,16272,14475,-207,1.122,6.830
2025-12-25T18:42:26.238669Z,40mbit,10mbit,800kbit,bump_mmtc,reactive,loss,13840,14284,-505,1.122,6.718
2025-12-25T18:42:26.741187Z,40mbit,10mbit,800kbit,none,,,13200,13959,-545,1.122,8.183
2025-12-25T18:42:27.240715Z,40mbit,10mbit,800kbit,none,,,15872,14533,827,1.122,6.444
2025-12-25T18:42:27.739001Z,40mbit,10mbit,800kbit,none,,,16672,15174,699,1.122,6.687
2025-12-25T18:42:28.241450Z,40mbit,10mbit,800kbit,bump_mmtc,reactive,loss,13840,14774,489,1.130,6.923
2025-12-25T18:42:28.738384Z,40mbit,10mbit,800kbit,none,,,13840,14494,534,1.282,8.825
2025-12-25T18:42:29.238375Z,40mbit,10mbit,800kbit,bump_mmtc,reactive,loss,13440,14177,-355,0.550,7.063
2025-12-25T18:42:29.740054Z,40mbit,10mbit,800kbit,bump_mmtc,reactive,loss,13440,13956,-1218,0.374,6.080
2025-12-25T18:42:30.239389Z,40mbit,10mbit,800kbit,none,,,15040,14281,-492,0.371,7.741
2025-12-25T18:42:30.738939Z,40mbit,10mbit,800kbit,bump_mmtc,reactive,loss,15840,14749,255,0.360,7.771
2025-12-25T18:42:31.238736Z,40mbit,10mbit,800kbit,none,,,15840,15076,898,0.360,6.231
2025-12-25T18:42:31.738726Z,40mbit,10mbit,800kbit,none,,,15440,15185,1228,0.209,6.507
2025-12-25T18:42:32.238599Z,40mbit,10mbit,800kbit,none,,,15840,15381,1100,0.355,8.246
2025-12-25T18:42:32.739370Z,40mbit,10mbit,800kbit,none,,,15840,15519,770,0.343,7.335
2025-12-25T18:42:33.238445Z,40mbit,10mbit,800kbit,none,,,15440,15495,419,0.577,7.231
2025-12-25T18:42:33.739955Z,40mbit,10mbit,800kbit,none,,,15840,15598,413,0.578,7.615
2025-12-25T18:42:34.239260Z,40mbit,10mbit,800kbit,none,,,15440,15551,169,0.567,7.230
2025-12-25T18:42:34.738243Z,40mbit,10mbit,800kbit,none,,,7520,13141,-2377,0.402,6.752
2025-12-25T18:42:35.240469Z,40mbit,10mbit,800kbit,none,,,22080,15823,327,0.402,5.830
2025-12-25T18:42:35.741385Z,40mbit,10mbit,800kbit,none,,,15440,15708,109,0.388,7.620
2025-12-25T18:42:36.240480Z,40mbit,10mbit,800kbit,none,,,15440,15627,76,0.388,8.885
2025-12-25T18:42:36.741377Z,40mbit,10mbit,800kbit,none,,,15440,15571,2429,0.156,6.293
2025-12-25T18:42:37.239514Z,40mbit,10mbit,800kbit,none,,,15440,15532,-291,0.146,5.986
2025-12-25T18:42:37.739131Z,40mbit,10mbit,800kbit,none,,,15840,15624,-83,0.154,6.913
2025-12-25T18:42:38.240268Z,40mbit,10mbit,800kbit,none,,,15040,15449,-178,0.145,9.096
2025-12-25T18:42:38.738583Z,40mbit,10mbit,800kbit,none,,,15440,15446,-125,0.155,7.787
2025-12-25T18:42:39.239961Z,40mbit,10mbit,800kbit,none,,,16272,15694,162,0.156,5.252
2025-12-25T18:42:39.738524Z,40mbit,10mbit,800kbit,none,,,15440,15617,-6,0.167,7.970
2025-12-25T18:42:40.239500Z,40mbit,10mbit,800kbit,none,,,15040,15444,-4,0.191,8.430
2025-12-25T18:42:40.739030Z,40mbit,10mbit,800kbit,none,,,15840,15563,116,0.193,7.103
2025-12-25T18:42:41.240397Z,40mbit,10mbit,800kbit,none,,,15440,15526,-167,0.637,6.344
2025-12-25T18:42:41.738350Z,40mbit,10mbit,800kbit,none,,,15440,15500,-117,0.637,8.189
2025-12-25T18:42:42.238859Z,40mbit,10mbit,800kbit,none,,,15040,15362,-82,0.635,7.938
2025-12-25T18:42:42.740294Z,40mbit,10mbit,800kbit,none,,,15840,15505,-57,0.621,7.296
2025-12-25T18:42:43.239858Z,40mbit,10mbit,800kbit,none,,,15440,15485,-40,0.586,7.077
2025-12-25T18:42:43.740936Z,40mbit,10mbit,800kbit,none,,,15440,15472,-28,0.574,7.936
2025-12-25T18:42:44.241014Z,40mbit,10mbit,800kbit,none,,,13840,14982,-379,0.126,7.863
2025-12-25T18:42:44.739907Z,40mbit,10mbit,800kbit,none,,,15440,15119,-385,0.126,7.161
2025-12-25T18:42:45.238419Z,40mbit,10mbit,800kbit,none,,,15040,15095,-390,0.126,7.140
2025-12-25T18:42:45.738324Z,40mbit,10mbit,800kbit,none,,,13440,14599,-873,0.233,7.967
2025-12-25T18:42:46.240200Z,40mbit,10mbit,800kbit,none,,,15840,14971,-11,0.245,7.377
2025-12-25T18:42:46.741155Z,40mbit,10mbit,800kbit,none,,,15440,15111,-7,0.245,6.794
2025-12-25T18:42:47.240524Z,40mbit,10mbit,800kbit,none,,,15040,15090,-5,0.257,7.378
2025-12-25T18:42:47.740242Z,40mbit,10mbit,800kbit,none,,,15440,15195,596,0.262,7.463
2025-12-25T18:42:48.240370Z,40mbit,10mbit,800kbit,none,,,15440,15268,297,0.264,7.536
2025-12-25T18:42:48.738884Z,40mbit,10mbit,800kbit,none,,,13840,14840,-271,0.411,6.659
2025-12-25T18:42:49.239487Z,40mbit,10mbit,800kbit,none,,,15440,15020,-70,0.411,7.413
2025-12-25T18:42:49.738931Z,40mbit,10mbit,800kbit,none,,,15040,15026,-169,0.416,7.490
2025-12-25T18:42:50.241224Z,40mbit,10mbit,800kbit,none,,,16272,15399,131,0.419,6.824
2025-12-25T18:42:50.741308Z,40mbit,10mbit,800kbit,none,,,13440,14811,-28,0.415,6.959
2025-12-25T18:42:51.243203Z,40mbit,10mbit,800kbit,none,,,15440,15000,-19,0.415,7.565
2025-12-25T18:42:51.739288Z,40mbit,10mbit,800kbit,none,,,14672,14901,-124,0.947,6.684
2025-12-25T18:42:52.239232Z,40mbit,10mbit,800kbit,none,,,15040,14943,-456,0.699,7.299
2025-12-25T18:42:52.739191Z,40mbit,10mbit,800kbit,none,,,16272,15341,530,0.699,7.681
2025-12-25T18:42:53.238782Z,40mbit,10mbit,800kbit,none,,,15040,15251,251,0.692,7.200
2025-12-25T18:42:53.740090Z,40mbit,10mbit,800kbit,none,,,15440,15307,406,0.692,6.893
2025-12-25T18:42:54.239493Z,40mbit,10mbit,800kbit,none,,,13840,14867,-75,0.677,7.217
2025-12-25T18:42:54.740519Z,40mbit,10mbit,800kbit,none,,,15840,15159,-182,0.674,8.336
2025-12-25T18:42:55.239326Z,40mbit,10mbit,800kbit,none,,,15040,15123,-127,0.674,6.881
2025-12-25T18:42:55.739089Z,40mbit,10mbit,800kbit,none,,,15040,15098,-209,0.132,7.778
2025-12-25T18:42:56.238482Z,40mbit,10mbit,800kbit,none,,,15040,15080,213,0.133,7.072
2025-12-25T18:42:56.740044Z,40mbit,10mbit,800kbit,none,,,15440,15188,29,0.137,7.177
2025-12-25T18:42:57.239961Z,40mbit,10mbit,800kbit,none,,,13440,14664,-459,0.143,7.279
2025-12-25T18:42:57.739148Z,40mbit,10mbit,800kbit,none,,,13840,14416,-681,0.152,7.651
2025-12-25T18:42:58.241517Z,40mbit,10mbit,800kbit,none,,,15440,14723,-357,0.160,7.015
2025-12-25T18:42:58.738409Z,40mbit,10mbit,800kbit,none,,,11840,13858,-1329,0.170,6.901
2025-12-25T18:42:59.238441Z,40mbit,10mbit,800kbit,none,,,15440,14333,-330,0.449,7.504
2025-12-25T18:42:59.741450Z,40mbit,10mbit,800kbit,none,,,13840,14185,-231,0.452,6.448
2025-12-25T18:43:00.239958Z,40mbit,10mbit,800kbit,none,,,12672,13731,-992,0.452,7.277
2025-12-25T18:43:00.740260Z,40mbit,10mbit,800kbit,none,,,15040,14123,265,0.448,6.084
2025-12-25T18:43:01.238621Z,40mbit,10mbit,800kbit,none,,,15440,14518,185,0.456,6.998
2025-12-25T18:43:01.738814Z,40mbit,10mbit,800kbit,none,,,16272,15044,859,0.456,6.447
2025-12-25T18:43:02.240339Z,40mbit,10mbit,800kbit,none,,,14272,14812,1081,0.456,6.768
2025-12-25T18:43:02.740167Z,40mbit,10mbit,800kbit,none,,,15840,15121,997,0.456,7.484
2025-12-25T18:43:03.240422Z,40mbit,10mbit,800kbit,bump_mmtc,reactive,loss,15440,15216,698,0.492,6.033
2025-12-25T18:43:03.739341Z,40mbit,10mbit,800kbit,none,,,15440,15283,239,0.212,7.285
2025-12-25T18:43:04.239740Z,40mbit,10mbit,800kbit,none,,,15040,15210,397,0.202,7.453
2025-12-25T18:43:04.739976Z,40mbit,10mbit,800kbit,none,,,15440,15279,158,0.202,6.733
2025-12-25T18:43:05.239989Z,40mbit,10mbit,800kbit,none,,,15040,15207,-9,0.197,6.185
2025-12-25T18:43:05.738303Z,40mbit,10mbit,800kbit,none,,,15440,15277,-6,0.187,7.379
2025-12-25T18:43:06.239925Z,40mbit,10mbit,800kbit,none,,,16272,15575,365,0.187,7.737
2025-12-25T18:43:06.739140Z,40mbit,10mbit,800kbit,none,,,13440,14935,-344,0.187,6.840
2025-12-25T18:43:07.241312Z,40mbit,10mbit,800kbit,none,,,15040,14966,-241,0.515,7.221
2025-12-25T18:43:07.740493Z,40mbit,10mbit,800kbit,none,,,13840,14628,-648,0.511,6.910
2025-12-25T18:43:08.238966Z,40mbit,10mbit,800kbit,none,,,15040,14751,-823,0.511,7.745
2025-12-25T18:43:08.739310Z,40mbit,10mbit,800kbit,none,,,13840,14478,-456,0.519,6.850
2025-12-25T18:43:09.238793Z,40mbit,10mbit,800kbit,none,,,16704,15146,179,0.704,7.415
2025-12-25T18:43:09.739444Z,40mbit,10mbit,800kbit,none,,,13440,14634,5,0.703,6.672
2025-12-25T18:43:10.240118Z,40mbit,10mbit,800kbit,none,,,13440,14275,-476,0.340,7.703
2025-12-25T18:43:10.738602Z,40mbit,10mbit,800kbit,none,,,13840,14145,-333,0.341,7.103
2025-12-25T18:43:11.240799Z,40mbit,10mbit,800kbit,none,,,15440,14533,-612,1.092,6.546
2025-12-25T18:43:11.738707Z,40mbit,10mbit,800kbit,none,,,15440,14805,171,0.916,6.795
2025-12-25T18:43:12.239006Z,40mbit,10mbit,800kbit,none,,,15440,14995,719,0.916,7.663
2025-12-25T18:43:12.739497Z,40mbit,10mbit,800kbit,none,,,15440,15129,983,1.224,7.110
2025-12-25T18:43:13.239045Z,40mbit,10mbit,800kbit,none,,,15440,15222,688,1.231,6.172
2025-12-25T18:43:13.738701Z,40mbit,10mbit,800kbit,none,,,13840,14807,2,1.240,8.021
2025-12-25T18:43:14.242391Z,40mbit,10mbit,800kbit,none,,,10560,13533,-1462,0.481,7.860
2025-12-25T18:43:14.741049Z,40mbit,10mbit,800kbit,none,,,18080,14897,-231,0.476,6.173
2025-12-25T18:43:15.239023Z,40mbit,10mbit,800kbit,none,,,15440,15060,-162,0.476,6.743
2025-12-25T18:43:15.739335Z,40mbit,10mbit,800kbit,none,,,15440,15174,366,0.476,8.641
2025-12-25T18:43:16.238697Z,40mbit,10mbit,800kbit,none,,,13440,14653,1120,0.173,7.226
2025-12-25T18:43:16.740991Z,40mbit,10mbit,800kbit,none,,,15040,14769,-127,0.163,6.148
2025-12-25T18:43:17.239631Z,40mbit,10mbit,800kbit,none,,,15440,14970,-89,0.163,6.425
2025-12-25T18:43:17.740527Z,40mbit,10mbit,800kbit,none,,,15040,14991,-182,0.163,9.084
2025-12-25T18:43:18.239196Z,40mbit,10mbit,800kbit,none,,,15440,15126,472,0.172,7.912
2025-12-25T18:43:18.738345Z,40mbit,10mbit,800kbit,bump_mmtc,reactive,loss,13440,14620,-149,0.173,5.721
2025-12-25T18:43:19.239030Z,40mbit,10mbit,800kbit,none,,,13440,14266,-704,0.264,7.073
2025-12-25T18:43:19.739000Z,40mbit,10mbit,800kbit,none,,,15440,14618,-373,0.255,7.126
2025-12-25T18:43:20.239124Z,40mbit,10mbit,800kbit,none,,,13440,14264,-861,0.259,7.643
2025-12-25T18:43:20.738379Z,40mbit,10mbit,800kbit,none,,,15440,14617,-2,0.259,6.089
2025-12-25T18:43:21.240628Z,40mbit,10mbit,800kbit,none,,,13840,14384,117,0.391,6.654
2025-12-25T18:43:21.740386Z,40mbit,10mbit,800kbit,none,,,15440,14700,82,0.391,6.919
2025-12-25T18:43:22.241135Z,40mbit,10mbit,800kbit,none,,,15440,14922,657,0.323,6.717
2025-12-25T18:43:22.739133Z,40mbit,10mbit,800kbit,bump_mmtc,reactive,loss,15040,14957,340,0.328,7.510
2025-12-25T18:43:23.239013Z,40mbit,10mbit,800kbit,none,,,15840,15222,838,0.328,6.596
2025-12-25T18:43:23.740435Z,40mbit,10mbit,800kbit,none,,,13840,14807,106,0.328,6.583
2025-12-25T18:43:24.238325Z,40mbit,10mbit,800kbit,none,,,15840,15117,194,0.328,7.198
2025-12-25T18:43:24.738398Z,40mbit,10mbit,800kbit,none,,,15040,15094,136,0.951,6.949
2025-12-25T18:43:25.239983Z,40mbit,10mbit,800kbit,none,,,13440,14597,-624,0.951,7.343
2025-12-25T18:43:25.741246Z,40mbit,10mbit,800kbit,none,,,15840,14970,162,0.968,6.481
2025-12-25T18:43:26.242273Z,40mbit,10mbit,800kbit,none,,,15440,15111,-6,0.835,7.024
2025-12-25T18:43:26.740458Z,40mbit,10mbit,800kbit,none,,,15872,15339,245,0.812,7.214
2025-12-25T18:43:27.238782Z,40mbit,10mbit,800kbit,none,,,15040,15249,651,0.811,7.354
2025-12-25T18:43:27.738511Z,40mbit,10mbit,800kbit,none,,,15440,15306,336,0.525,7.737
2025-12-25T18:43:28.238395Z,40mbit,10mbit,800kbit,none,,,15440,15346,235,0.505,6.775
2025-12-25T18:43:28.740434Z,40mbit,10mbit,800kbit,none,,,14672,15144,-195,0.501,7.916
2025-12-25T18:43:29.239134Z,40mbit,10mbit,800kbit,none,,,11840,14153,-1096,0.501,8.216
2025-12-25T18:43:29.738313Z,40mbit,10mbit,800kbit,none,,,13840,14059,-1247,0.500,6.765
2025-12-25T18:43:30.240338Z,40mbit,10mbit,800kbit,none,,,13440,13873,-1473,0.511,6.442
2025-12-25T18:43:30.740337Z,40mbit,10mbit,800kbit,none,,,15040,14223,-920,0.166,7.487
2025-12-25T18:43:31.239248Z,40mbit,10mbit,800kbit,none,,,13440,13988,-164,0.174,7.495
2025-12-25T18:43:31.738816Z,40mbit,10mbit,800kbit,none,,,15840,14543,484,0.174,6.490
2025-12-25T18:43:32.239078Z,40mbit,10mbit,800kbit,none,,,13840,14332,459,0.174,6.337
2025-12-25T18:43:32.739130Z,40mbit,10mbit,800kbit,none,,,13440,14064,-158,0.172,7.683
2025-12-25T18:43:33.239191Z,40mbit,10mbit,800kbit,none,,,13440,13877,-110,0.259,7.434
2025-12-25T18:43:33.741043Z,40mbit,10mbit,800kbit,none,,,13840,13866,-677,0.256,6.108
2025-12-25T18:43:34.239018Z,40mbit,10mbit,800kbit,none,,,16272,14587,255,0.262,6.104
2025-12-25T18:43:34.738398Z,40mbit,10mbit,800kbit,none,,,15840,14963,898,0.262,6.764
2025-12-25T18:43:35.241236Z,40mbit,10mbit,800kbit,none,,,13840,14626,749,0.262,7.009
2025-12-25T18:43:35.740018Z,40mbit,10mbit,800kbit,none,,,15040,14750,884,0.254,5.508
2025-12-25T18:43:36.240376Z,40mbit,10mbit,800kbit,none,,,13840,14477,-110,0.276,6.581
2025-12-25T18:43:36.739359Z,40mbit,10mbit,800kbit,none,,,13840,14286,-677,0.199,6.979
2025-12-25T18:43:37.238968Z,40mbit,10mbit,800kbit,none,,,13840,14152,-474,0.199,6.874
2025-12-25T18:43:37.740617Z,40mbit,10mbit,800kbit,none,,,15440,14538,-211,0.450,6.122
2025-12-25T18:43:38.238374Z,40mbit,10mbit,800kbit,bump_mmtc,reactive,loss,15440,14809,331,1.106,5.957
2025-12-25T18:43:38.740111Z,40mbit,10mbit,800kbit,none,,,13840,14518,232,1.142,7.075
2025-12-25T18:43:39.239288Z,40mbit,10mbit,800kbit,none,,,15872,14924,772,1.129,7.350
2025-12-25T18:43:39.738557Z,40mbit,10mbit,800kbit,none,,,15040,14959,420,1.111,6.341
2025-12-25T18:43:40.239275Z,40mbit,10mbit,800kbit,none,,,13440,14503,-305,1.111,7.127
2025-12-25T18:43:40.738538Z,40mbit,10mbit,800kbit,none,,,15440,14784,266,1.111,7.520
2025-12-25T18:43:41.240093Z,40mbit,10mbit,800kbit,none,,,15040,14861,-63,0.838,7.224
2025-12-25T18:43:41.739302Z,40mbit,10mbit,800kbit,none,,,15440,15034,75,0.175,6.707
2025-12-25T18:43:42.239920Z,40mbit,10mbit,800kbit,none,,,15440,15156,652,0.175,7.418
2025-12-25T18:43:42.740405Z,40mbit,10mbit,800kbit,none,,,13440,14641,-142,0.143,7.658
2025-12-25T18:43:43.240305Z,40mbit,10mbit,800kbit,none,,,13440,14280,-580,0.300,6.555
2025-12-25T18:43:43.740597Z,40mbit,10mbit,800kbit,none,,,13840,14148,-886,0.306,6.861
2025-12-25T18:43:44.238428Z,40mbit,10mbit,800kbit,none,,,15040,14416,-740,0.306,7.646
2025-12-25T18:43:44.740099Z,40mbit,10mbit,800kbit,none,,,15840,14843,201,0.311,6.779
2025-12-25T18:43:45.241212Z,40mbit,10mbit,800kbit,none,,,15840,15142,861,0.311,6.934
2025-12-25T18:43:45.740016Z,40mbit,10mbit,800kbit,none,,,15440,15231,1082,0.333,6.984
2025-12-25T18:43:46.240320Z,40mbit,10mbit,800kbit,none,,,16272,15543,1127,0.443,7.158
2025-12-25T18:43:46.740278Z,40mbit,10mbit,800kbit,none,,,13840,15032,189,0.443,7.445
2025-12-25T18:43:47.240487Z,40mbit,10mbit,800kbit,none,,,15504,15174,31,0.443,7.546
2025-12-25T18:43:47.741443Z,40mbit,10mbit,800kbit,none,,,13840,14773,-457,0.286,6.855
2025-12-25T18:43:48.240490Z,40mbit,10mbit,800kbit,none,,,15440,14973,-570,0.288,7.015
2025-12-25T18:43:48.741230Z,40mbit,10mbit,800kbit,none,,,15440,15113,80,0.301,6.798
2025-12-25T18:43:49.240491Z,40mbit,10mbit,800kbit,none,,,15440,15211,37,0.281,7.292
2025-12-25T18:43:49.738887Z,40mbit,10mbit,800kbit,none,,,16272,15529,755,0.281,6.784
2025-12-25T18:43:50.241293Z,40mbit,10mbit,800kbit,none,,,15040,15382,409,0.281,7.067
2025-12-25T18:43:50.738793Z,40mbit,10mbit,800kbit,bump_mmtc,reactive,loss,15440,15399,286,0.161,7.713
2025-12-25T18:43:51.238405Z,40mbit,10mbit,800kbit,none,,,13840,14931,-279,0.166,7.238
2025-12-25T18:43:51.740556Z,40mbit,10mbit,800kbit,none,,,15040,14964,-565,0.161,7.683
2025-12-25T18:43:52.239300Z,40mbit,10mbit,800kbit,bump_mmtc,reactive,loss,13840,14627,-755,0.153,6.848
2025-12-25T18:43:52.740453Z,40mbit,10mbit,800kbit,none,,,13440,14270,-1128,0.154,7.470
2025-12-25T18:43:53.240474Z,40mbit,10mbit,800kbit,none,,,13440,14021,-910,0.161,6.493
2025-12-25T18:43:53.739995Z,40mbit,10mbit,800kbit,none,,,14672,14216,-747,0.156,6.333
2025-12-25T18:43:54.241281Z,40mbit,10mbit,800kbit,none,,,15440,14583,-43,0.156,6.578
2025-12-25T18:43:54.740511Z,40mbit,10mbit,800kbit,none,,,15440,14840,569,0.156,7.074
2025-12-25T18:43:55.238399Z,40mbit,10mbit,800kbit,none,,,13840,14540,518,0.156,7.089
2025-12-25T18:43:55.738292Z,40mbit,10mbit,800kbit,none,,,13840,14330,113,0.156,6.267
2025-12-25T18:43:56.239175Z,40mbit,10mbit,800kbit,none,,,15872,14792,209,0.158,6.668
2025-12-25T18:43:56.738295Z,40mbit,10mbit,800kbit,none,,,16672,15356,515,0.165,7.194
2025-12-25T18:43:57.238840Z,40mbit,10mbit,800kbit,none,,,13840,14901,361,0.159,7.257
2025-12-25T18:43:57.738399Z,40mbit,10mbit,800kbit,none,,,15440,15063,732,0.300,6.389
2025-12-25T18:43:58.239255Z,40mbit,10mbit,800kbit,none,,,16272,15425,632,0.300,5.910
2025-12-25T18:43:58.738819Z,40mbit,10mbit,800kbit,bump_mmtc,reactive,loss,15040,15310,-46,0.306,7.072
2025-12-25T18:43:59.239041Z,40mbit,10mbit,800kbit,none,,,15040,15229,327,0.306,7.757
